rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,task,view_history,button_pressed,id,type,shape,stimulus,clicks,button_response,phrase,condition
6223,NA,,html-button-delay-response,2,24269,0.0-2.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
5153,NA,,html-button-delay-response,3,29942,0.0-3.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
4435,NA,,html-button-delay-response,4,34883,0.0-4.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
3729,NA,,html-button-delay-response,5,39127,0.0-5.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
3392,NA,,html-button-delay-response,6,43022,0.0-6.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
3672,NA,,html-button-delay-response,7,47204,0.0-7.0,2jc3t2tr5l,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
6761,NA,break,html-button-response,8,54471,0.0-8.0,2jc3t2tr5l,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
13439,9,,survey-likert,9,67917,0.0-9.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
8300,10,,survey-likert,10,76734,0.0-10.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
6779,10,,survey-likert,11,84034,0.0-11.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
6359,10,,survey-likert,12,90906,0.0-12.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
12527,6,,survey-likert,13,103941,0.0-13.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.5,testing,Every green circle,,2,target,wugs.,all_true_universal
7446,10,,survey-likert,14,111902,0.0-14.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
11746,3,,survey-likert,15,124154,0.0-15.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.13,testing,Every green circle,,2,CB,wugs.,all_true_existential
7689,3,,survey-likert,16,132349,0.0-16.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
7303,1,,survey-likert,17,140165,0.0-17.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,CB,wugs.,all_true_existential
7317,5,,survey-likert,18,147988,0.0-18.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
9028,8,,survey-likert,19,157530,0.0-19.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
8109,5,,survey-likert,20,166155,0.0-20.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
6549,7,,survey-likert,21,173222,0.0-21.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
12326,7,,survey-likert,22,186053,0.0-22.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
6927,7,,survey-likert,23,193486,0.0-23.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
8743,4,,survey-likert,24,202744,0.0-24.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
7516,2,,survey-likert,25,210766,0.0-25.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
8463,6,,survey-likert,26,219743,0.0-26.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
6218,6,,survey-likert,27,226475,0.0-27.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
7107,3,,survey-likert,28,234088,0.0-28.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
10146,8,,survey-likert,29,244741,0.0-29.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
10276,6,,survey-likert,30,255533,0.0-30.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
8348,2,,survey-likert,31,264385,0.0-31.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,CB,wugs.,all_true_existential
6350,3,,survey-likert,32,271241,0.0-32.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
6805,5,,survey-likert,33,278557,0.0-33.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
7084,8,,survey-likert,34,286156,0.0-34.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
5751,7,,survey-likert,35,292413,0.0-35.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
6132,7,,survey-likert,36,299064,0.0-36.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
8455,7,,survey-likert,37,308028,0.0-37.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
5536,8,,survey-likert,38,314076,0.0-38.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
7229,5,,survey-likert,39,321817,0.0-39.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
7787,4,,survey-likert,40,330121,0.0-40.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
7780,2,,survey-likert,41,338416,0.0-41.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,target,wugs.,all_true_no_projection
7191,6,,survey-likert,42,346124,0.0-42.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
8608,1,,survey-likert,43,355240,0.0-43.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
6129,1,,survey-likert,44,361874,0.0-44.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,CB,wugs.,all_true_existential
6335,5,,survey-likert,45,368724,0.0-45.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
6156,7,,survey-likert,46,375389,0.0-46.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
9974,6,,survey-likert,47,385873,0.0-47.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
7389,6,,survey-likert,48,393767,0.0-48.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
5796,8,,survey-likert,49,400074,0.0-49.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,target,wug.,none_weird_red
8844,7,,survey-likert,50,409432,0.0-50.0,2jc3t2tr5l,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
8031,"['wugging was primarily about vertical movement', 'wugging was primarily about starting on the red line']",self_report,survey-multi-select,51,417986,0.0-51.0,2jc3t2tr5l,canonical training,CB+likert,,,,,,,,,,
26321,none,demo.1,survey-dropdown,52,444331,0.0-52.0,2jc3t2tr5l,canonical training,CB+likert,,,,,,,,,,
26321,none,demo.2,survey-dropdown,52,444331,0.0-52.0,2jc3t2tr5l,canonical training,CB+likert,,,,,,,,,,
26321,female,demo.3,survey-dropdown,52,444331,0.0-52.0,2jc3t2tr5l,canonical training,CB+likert,,,,,,,,,,
26321,12-24,demo.4,survey-dropdown,52,444331,0.0-52.0,2jc3t2tr5l,canonical training,CB+likert,,,,,,,,,,
4955,5bdc538e2b9e8d0001b9fbbf,ProlificID,survey-text,0,4956,0.0-0.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
3488,NA,instructions,instructions,1,8444,0.0-1.0,5x4jettk39,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":3487}]",,,,,,,,,
8458,NA,,html-button-delay-response,2,16904,0.0-2.0,5x4jettk39,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
6550,NA,,html-button-delay-response,3,23956,0.0-3.0,5x4jettk39,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
8213,NA,,html-button-delay-response,4,32678,0.0-4.0,5x4jettk39,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
6198,NA,,html-button-delay-response,5,39386,0.0-5.0,5x4jettk39,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
8599,NA,,html-button-delay-response,6,48498,0.0-6.0,5x4jettk39,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
5302,NA,,html-button-delay-response,7,54302,0.0-7.0,5x4jettk39,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
9936,NA,break,html-button-response,8,64752,0.0-8.0,5x4jettk39,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
18189,8,,survey-likert,9,82943,0.0-9.0,5x4jettk39,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
10437,9,,survey-likert,10,93886,0.0-10.0,5x4jettk39,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
11075,9,,survey-likert,11,105471,0.0-11.0,5x4jettk39,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
13919,8,,survey-likert,12,119900,0.0-12.0,5x4jettk39,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
10125,9,,survey-likert,13,130537,0.0-13.0,5x4jettk39,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
10169,8,,survey-likert,14,141218,0.0-14.0,5x4jettk39,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
12758,9,,survey-likert,15,154487,0.0-15.0,5x4jettk39,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
12662,9,,survey-likert,16,167652,0.0-16.0,5x4jettk39,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
15335,5,,survey-likert,17,183498,0.0-17.0,5x4jettk39,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,CB,wugs.,all_true_existential
9168,9,,survey-likert,18,193175,0.0-18.0,5x4jettk39,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
10503,9,,survey-likert,19,204183,0.0-19.0,5x4jettk39,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
9788,5,,survey-likert,20,214484,0.0-20.0,5x4jettk39,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
9277,9,,survey-likert,21,224272,0.0-21.0,5x4jettk39,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
12723,5,,survey-likert,22,237501,0.0-22.0,5x4jettk39,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
9783,9,,survey-likert,23,247800,0.0-23.0,5x4jettk39,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,target,wugs.,all_true_existential
8983,5,,survey-likert,24,257300,0.0-24.0,5x4jettk39,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
12961,9,,survey-likert,25,270766,0.0-25.0,5x4jettk39,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
10255,8,,survey-likert,26,281532,0.0-26.0,5x4jettk39,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
11217,9,,survey-likert,27,293259,0.0-27.0,5x4jettk39,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
7624,9,,survey-likert,28,301399,0.0-28.0,5x4jettk39,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
9727,8,,survey-likert,29,311631,0.0-29.0,5x4jettk39,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
9588,4,,survey-likert,30,321730,0.0-30.0,5x4jettk39,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
10155,8,,survey-likert,31,332396,0.0-31.0,5x4jettk39,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
8770,8,,survey-likert,32,341679,0.0-32.0,5x4jettk39,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
7322,9,,survey-likert,33,349513,0.0-33.0,5x4jettk39,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
7876,8,,survey-likert,34,357899,0.0-34.0,5x4jettk39,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
9206,5,,survey-likert,35,367613,0.0-35.0,5x4jettk39,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
12005,4,,survey-likert,36,380129,0.0-36.0,5x4jettk39,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,CB,wug.,none_true_no_projection
11119,9,,survey-likert,37,391759,0.0-37.0,5x4jettk39,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
12612,5,,survey-likert,38,404877,0.0-38.0,5x4jettk39,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
11839,8,,survey-likert,39,417227,0.0-39.0,5x4jettk39,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
12763,8,,survey-likert,40,430492,0.0-40.0,5x4jettk39,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
7248,8,,survey-likert,41,438241,0.0-41.0,5x4jettk39,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
9923,7,,survey-likert,42,448677,0.0-42.0,5x4jettk39,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
9005,5,,survey-likert,43,458194,0.0-43.0,5x4jettk39,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,CB,wugs.,all_true_existential
9737,9,,survey-likert,44,468441,0.0-44.0,5x4jettk39,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
8721,5,,survey-likert,45,477675,0.0-45.0,5x4jettk39,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,CB,wug.,none_true_no_projection
11448,5,,survey-likert,46,489624,0.0-46.0,5x4jettk39,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
9755,8,,survey-likert,47,499891,0.0-47.0,5x4jettk39,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,target,wug.,none_weird_red
9138,7,,survey-likert,48,509540,0.0-48.0,5x4jettk39,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
11524,8,,survey-likert,49,521577,0.0-49.0,5x4jettk39,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
7527,6,,survey-likert,50,529606,0.0-50.0,5x4jettk39,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
11280,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,541406,0.0-51.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
17262,none,demo.1,survey-dropdown,52,558673,0.0-52.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
17262,none,demo.2,survey-dropdown,52,558673,0.0-52.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
17262,male,demo.3,survey-dropdown,52,558673,0.0-52.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
17262,45-54,demo.4,survey-dropdown,52,558673,0.0-52.0,5x4jettk39,canonical training,CB+likert,,,,,,,,,,
6348,59dcfd290fb3a90001bd91cf,ProlificID,survey-text,0,6350,0.0-0.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
5876,NA,instructions,instructions,1,12228,0.0-1.0,6vaw269u91,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":5875}]",,,,,,,,,
13962,NA,,html-button-delay-response,2,26196,0.0-2.0,6vaw269u91,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
6539,NA,,html-button-delay-response,3,33239,0.0-3.0,6vaw269u91,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
4899,NA,,html-button-delay-response,4,38642,0.0-4.0,6vaw269u91,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
7113,NA,,html-button-delay-response,5,46259,0.0-5.0,6vaw269u91,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
3835,NA,,html-button-delay-response,6,50598,0.0-6.0,6vaw269u91,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
4090,NA,,html-button-delay-response,7,55192,0.0-7.0,6vaw269u91,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
18495,NA,break,html-button-response,8,74193,0.0-8.0,6vaw269u91,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
13040,10,,survey-likert,9,87238,0.0-9.0,6vaw269u91,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
7708,10,,survey-likert,10,95453,0.0-10.0,6vaw269u91,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
24485,10,,survey-likert,11,120444,0.0-11.0,6vaw269u91,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
13514,10,,survey-likert,12,134464,0.0-12.0,6vaw269u91,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
11820,10,,survey-likert,13,146790,0.0-13.0,6vaw269u91,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
14188,10,,survey-likert,14,161484,0.0-14.0,6vaw269u91,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
9323,10,,survey-likert,15,171313,0.0-15.0,6vaw269u91,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
15578,5,,survey-likert,16,187397,0.0-16.0,6vaw269u91,canonical training,CB+likert,,,testing.16,testing,Every green circle,,2,CB,wugs.,all_true_existential
12533,3,,survey-likert,17,200437,0.0-17.0,6vaw269u91,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,CB,wugs.,all_true_existential
11044,10,,survey-likert,18,211986,0.0-18.0,6vaw269u91,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
9472,10,,survey-likert,19,221965,0.0-19.0,6vaw269u91,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
8951,10,,survey-likert,20,231421,0.0-20.0,6vaw269u91,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
17198,10,,survey-likert,21,249125,0.0-21.0,6vaw269u91,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
9124,10,,survey-likert,22,258755,0.0-22.0,6vaw269u91,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
12661,5,,survey-likert,23,271922,0.0-23.0,6vaw269u91,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
10573,10,,survey-likert,24,283001,0.0-24.0,6vaw269u91,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
7175,10,,survey-likert,25,290682,0.0-25.0,6vaw269u91,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
5823,5,,survey-likert,26,297011,0.0-26.0,6vaw269u91,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,CB,wugs.,all_true_existential
6847,9,,survey-likert,27,304364,0.0-27.0,6vaw269u91,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
7631,5,,survey-likert,28,312502,0.0-28.0,6vaw269u91,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
6000,10,,survey-likert,29,319008,0.0-29.0,6vaw269u91,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
15413,10,,survey-likert,30,334927,0.0-30.0,6vaw269u91,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
11292,10,,survey-likert,31,346725,0.0-31.0,6vaw269u91,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
9259,5,,survey-likert,32,356491,0.0-32.0,6vaw269u91,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
9220,10,,survey-likert,33,366217,0.0-33.0,6vaw269u91,canonical training,CB+likert,,,testing.7,testing,Every green circle,,2,target,wugs.,all_true_universal
13037,10,,survey-likert,34,379761,0.0-34.0,6vaw269u91,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
8330,10,,survey-likert,35,388597,0.0-35.0,6vaw269u91,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
20913,10,,survey-likert,36,410016,0.0-36.0,6vaw269u91,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
7439,10,,survey-likert,37,417961,0.0-37.0,6vaw269u91,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
12527,5,,survey-likert,38,430994,0.0-38.0,6vaw269u91,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,CB,wugs.,all_true_existential
10006,10,,survey-likert,39,441505,0.0-39.0,6vaw269u91,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
9390,10,,survey-likert,40,451401,0.0-40.0,6vaw269u91,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
9539,5,,survey-likert,41,461446,0.0-41.0,6vaw269u91,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,CB,wugs.,all_true_no_projection
9488,10,,survey-likert,42,471440,0.0-42.0,6vaw269u91,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
10646,10,,survey-likert,43,482592,0.0-43.0,6vaw269u91,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
11800,10,,survey-likert,44,494898,0.0-44.0,6vaw269u91,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
12467,10,,survey-likert,45,507871,0.0-45.0,6vaw269u91,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
10368,10,,survey-likert,46,518745,0.0-46.0,6vaw269u91,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6856,10,,survey-likert,47,526107,0.0-47.0,6vaw269u91,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
6697,10,,survey-likert,48,533309,0.0-48.0,6vaw269u91,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
9250,10,,survey-likert,49,543066,0.0-49.0,6vaw269u91,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,1,target,wug.,none_weird_red
5963,10,,survey-likert,50,549536,0.0-50.0,6vaw269u91,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
21674,"['wugging was primarily about vertical movement', 'wugging was primarily about starting on the red line']",self_report,survey-multi-select,51,571731,0.0-51.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
17989,none,demo.1,survey-dropdown,52,589724,0.0-52.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
17989,none,demo.2,survey-dropdown,52,589724,0.0-52.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
17989,female,demo.3,survey-dropdown,52,589724,0.0-52.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
17989,12-24,demo.4,survey-dropdown,52,589724,0.0-52.0,6vaw269u91,canonical training,CB+likert,,,,,,,,,,
6590,5e54082eb6e7cd414d4eae0e,ProlificID,survey-text,0,6591,0.0-0.0,vpkbm6uhqk,canonical training,CB+likert,,,,,,,,,,
7970,NA,instructions,instructions,1,14562,0.0-1.0,vpkbm6uhqk,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":7969}]",,,,,,,,,
11605,NA,,html-button-delay-response,2,26167,0.0-2.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
9730,NA,,html-button-delay-response,3,36398,0.0-3.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
7369,NA,,html-button-delay-response,4,44268,0.0-4.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
10123,NA,,html-button-delay-response,5,54893,0.0-5.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
7041,NA,,html-button-delay-response,6,62435,0.0-6.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
6666,NA,,html-button-delay-response,7,69602,0.0-7.0,vpkbm6uhqk,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
