rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,task,view_history,button_pressed,id,type,shape,stimulus,clicks,button_response,phrase,condition
4940,10,,survey-likert,13,336553,0.0-13.0,z30wlbpdnz,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
4124,10,,survey-likert,14,341178,0.0-14.0,z30wlbpdnz,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
4581,10,,survey-likert,15,346261,0.0-15.0,z30wlbpdnz,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
3646,10,,survey-likert,16,350408,0.0-16.0,z30wlbpdnz,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
3047,10,,survey-likert,17,353958,0.0-17.0,z30wlbpdnz,canonical training,CB+likert,,,testing.14,testing,Every green circle,,1,target,wugs.,all_true_existential
5247,10,,survey-likert,18,359706,0.0-18.0,z30wlbpdnz,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
3903,10,,survey-likert,19,364111,0.0-19.0,z30wlbpdnz,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,1,target,wug.,none_true_no_projection
3375,10,,survey-likert,20,367989,0.0-20.0,z30wlbpdnz,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
3845,10,,survey-likert,21,372337,0.0-21.0,z30wlbpdnz,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
3720,10,,survey-likert,22,376558,0.0-22.0,z30wlbpdnz,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,CB,wug.,none_true_universal
3905,10,,survey-likert,23,380965,0.0-23.0,z30wlbpdnz,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
3521,10,,survey-likert,24,384988,0.0-24.0,z30wlbpdnz,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
3667,10,,survey-likert,25,389157,0.0-25.0,z30wlbpdnz,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
3255,10,,survey-likert,26,392913,0.0-26.0,z30wlbpdnz,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
4618,10,,survey-likert,27,398034,0.0-27.0,z30wlbpdnz,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
3433,10,,survey-likert,28,401968,0.0-28.0,z30wlbpdnz,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,target,wugs.,all_true_existential
2916,10,,survey-likert,29,405386,0.0-29.0,z30wlbpdnz,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
4214,10,,survey-likert,30,410102,0.0-30.0,z30wlbpdnz,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
3408,10,,survey-likert,31,414011,0.0-31.0,z30wlbpdnz,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
3745,10,,survey-likert,32,418258,0.0-32.0,z30wlbpdnz,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
5044,10,,survey-likert,33,423804,0.0-33.0,z30wlbpdnz,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
3394,10,,survey-likert,34,427700,0.0-34.0,z30wlbpdnz,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,target,wugs.,all_true_no_projection
3808,10,,survey-likert,35,432009,0.0-35.0,z30wlbpdnz,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
4816,10,,survey-likert,36,437328,0.0-36.0,z30wlbpdnz,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
3324,10,,survey-likert,37,441154,0.0-37.0,z30wlbpdnz,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
3895,10,,survey-likert,38,445550,0.0-38.0,z30wlbpdnz,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
3353,10,,survey-likert,39,449406,0.0-39.0,z30wlbpdnz,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
3760,10,,survey-likert,40,453667,0.0-40.0,z30wlbpdnz,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
3263,10,,survey-likert,41,457432,0.0-41.0,z30wlbpdnz,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
3395,10,,survey-likert,42,461329,0.0-42.0,z30wlbpdnz,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
4222,10,,survey-likert,43,466052,0.0-43.0,z30wlbpdnz,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
3354,10,,survey-likert,44,469909,0.0-44.0,z30wlbpdnz,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
3429,10,,survey-likert,45,473840,0.0-45.0,z30wlbpdnz,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,target,wugs.,all_true_existential
4192,10,,survey-likert,46,478534,0.0-46.0,z30wlbpdnz,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
4704,10,,survey-likert,47,483740,0.0-47.0,z30wlbpdnz,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,2,target,wug.,none_weird_red
3415,10,,survey-likert,48,487668,0.0-48.0,z30wlbpdnz,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
3374,10,,survey-likert,49,491543,0.0-49.0,z30wlbpdnz,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
3455,10,,survey-likert,50,495500,0.0-50.0,z30wlbpdnz,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
4668,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,500672,0.0-51.0,z30wlbpdnz,canonical training,CB+likert,,,,,,,,,,
21300,none,demo.1,survey-dropdown,52,521975,0.0-52.0,z30wlbpdnz,canonical training,CB+likert,,,,,,,,,,
21300,none,demo.2,survey-dropdown,52,521975,0.0-52.0,z30wlbpdnz,canonical training,CB+likert,,,,,,,,,,
21300,male,demo.3,survey-dropdown,52,521975,0.0-52.0,z30wlbpdnz,canonical training,CB+likert,,,,,,,,,,
21300,25-34,demo.4,survey-dropdown,52,521975,0.0-52.0,z30wlbpdnz,canonical training,CB+likert,,,,,,,,,,
6790,5eafe830cf726802582beaa7,ProlificID,survey-text,0,6791,0.0-0.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
4540,NA,instructions,instructions,1,11332,0.0-1.0,5p3jz9ve7p,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":4540}]",,,,,,,,,
8121,NA,,html-button-delay-response,2,19455,0.0-2.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
5841,NA,,html-button-delay-response,3,25799,0.0-3.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
2104,NA,,html-button-delay-response,4,28407,0.0-4.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
5216,NA,,html-button-delay-response,5,34127,0.0-5.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
3677,NA,,html-button-delay-response,6,38305,0.0-6.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
1900,NA,,html-button-delay-response,7,40710,0.0-7.0,5p3jz9ve7p,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
4688,NA,break,html-button-response,8,45903,0.0-8.0,5p3jz9ve7p,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
18719,3,,survey-likert,9,64625,0.0-9.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.4,testing,The green circle,,4,CB,wugs.,notAB
5683,10,,survey-likert,10,70815,0.0-10.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.2,testing,The green circle,,2,target,wugs.,AB
9234,3,,survey-likert,11,80552,0.0-11.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.1,testing,The green circle,,2,CB,does not wug.,AB
7504,8,,survey-likert,12,88560,0.0-12.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.3,testing,The green circle,,2,target,does not wug.,notAB
5657,8,,survey-likert,13,94720,0.0-13.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.5,testing,Every green circle,,2,target,wugs.,all_true_universal
5605,7,,survey-likert,14,100833,0.0-14.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,2,target,wug.,none_true_universal
6353,1,,survey-likert,15,107688,0.0-15.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,2,CB,wug.,none_false
5607,1,,survey-likert,16,113800,0.0-16.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.12,testing,Every green circle,,2,CB,wugs.,all_false
11833,2,,survey-likert,17,126137,0.0-17.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,2,target,wug.,none_true_no_projection
7321,7,,survey-likert,18,133960,0.0-18.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,3,target,wug.,none_true_no_projection
6890,6,,survey-likert,19,141352,0.0-19.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,2,target,wug.,some_true
7016,7,,survey-likert,20,148872,0.0-20.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,2,target,wug.,none_true_universal
5770,5,,survey-likert,21,155145,0.0-21.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.16,testing,Every green circle,,2,target,wugs.,all_true_existential
12049,6,,survey-likert,22,167696,0.0-22.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.7,testing,Every green circle,,4,target,wugs.,all_true_universal
6802,2,,survey-likert,23,175000,0.0-23.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,3,CB,wug.,none_true_universal
5929,7,,survey-likert,24,181433,0.0-24.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.18,testing,Every green circle,,2,target,wugs.,all_true_no_projection
5425,2,,survey-likert,25,187361,0.0-25.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.10,testing,Every green circle,,2,CB,wugs.,all_false
4489,2,,survey-likert,26,192353,0.0-26.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.11,testing,Every green circle,,2,CB,wugs.,all_false
4256,8,,survey-likert,27,197114,0.0-27.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,2,target,wug.,none_true_universal
4552,4,,survey-likert,28,202169,0.0-28.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
4632,7,,survey-likert,29,207304,0.0-29.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.20,testing,Every green circle,,2,target,wugs.,all_true_no_projection
5145,7,,survey-likert,30,212952,0.0-30.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,2,target,wug.,none_true_existential
5058,7,,survey-likert,31,218511,0.0-31.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.8,testing,Every green circle,,2,target,wugs.,all_true_universal
4539,6,,survey-likert,32,223553,0.0-32.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.13,testing,Every green circle,,2,target,wugs.,all_true_existential
5073,8,,survey-likert,33,229129,0.0-33.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.19,testing,Every green circle,,2,target,wugs.,all_true_no_projection
20087,6,,survey-likert,34,249717,0.0-34.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,4,target,wug.,some_true
4654,9,,survey-likert,35,254873,0.0-35.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.9,testing,Every green circle,,2,target,wugs.,all_true_universal
4557,2,,survey-likert,36,259933,0.0-36.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,2,CB,wug.,none_false
6238,2,,survey-likert,37,266672,0.0-37.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,2,CB,wug.,some_false
5106,3,,survey-likert,38,272281,0.0-38.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,2,CB,wug.,none_false
4704,2,,survey-likert,39,277489,0.0-39.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,2,CB,wug.,none_true_existential
5578,8,,survey-likert,40,283569,0.0-40.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,2,target,wug.,none_true_existential
4713,7,,survey-likert,41,288786,0.0-41.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.15,testing,Every green circle,,2,target,wugs.,all_true_existential
3744,3,,survey-likert,42,293033,0.0-42.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,2,target,wug.,none_true_no_projection
3920,6,,survey-likert,43,297456,0.0-43.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.17,testing,Every green circle,,2,target,wugs.,all_true_no_projection
6203,3,,survey-likert,44,304162,0.0-44.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,2,CB,wug.,some_false
5304,7,,survey-likert,45,309969,0.0-45.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,2,target,wug.,none_true_no_projection
6490,5,,survey-likert,46,316961,0.0-46.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.14,testing,Every green circle,,2,target,wugs.,all_true_existential
9962,5,,survey-likert,47,327425,0.0-47.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,2,target,wug.,none_weird_nored
8108,2,,survey-likert,48,336041,0.0-48.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.40,testing,Every green circle,,2,CB,wugs.,every_weird_red
5138,4,,survey-likert,49,341681,0.0-49.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,2,target,wug.,none_weird_red
7746,3,,survey-likert,50,349930,0.0-50.0,5p3jz9ve7p,canonical training,CB+likert,,,testing.42,testing,Every green circle,,2,CB,wugs.,every_weird_nored
4822,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,355257,0.0-51.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
20723,2+ug,demo.1,survey-dropdown,52,375986,0.0-52.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
20723,none,demo.2,survey-dropdown,52,375986,0.0-52.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
20723,male,demo.3,survey-dropdown,52,375986,0.0-52.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
20723,12-24,demo.4,survey-dropdown,52,375986,0.0-52.0,5p3jz9ve7p,canonical training,CB+likert,,,,,,,,,,
7546,60fcdc81ab23b04c93cb777a,ProlificID,survey-text,0,7548,0.0-0.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
108711,NA,instructions,instructions,1,116261,0.0-1.0,q7fjmmth60,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":108710}]",,,,,,,,,
293309,NA,,html-button-delay-response,2,409574,0.0-2.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
10923,NA,,html-button-delay-response,3,421001,0.0-3.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
9921,NA,,html-button-delay-response,4,431425,0.0-4.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
6227,NA,,html-button-delay-response,5,438157,0.0-5.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
7814,NA,,html-button-delay-response,6,446474,0.0-6.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
8730,NA,,html-button-delay-response,7,455707,0.0-7.0,q7fjmmth60,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
86855,NA,break,html-button-response,8,543066,0.0-8.0,q7fjmmth60,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
28385,10,,survey-likert,9,571463,0.0-9.0,q7fjmmth60,canonical training,CB+likert,,,testing.1,testing,The green circle,,2,CB,does not wug.,AB
7746,10,,survey-likert,10,579714,0.0-10.0,q7fjmmth60,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
8087,10,,survey-likert,11,588306,0.0-11.0,q7fjmmth60,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
34659,10,,survey-likert,12,623469,0.0-12.0,q7fjmmth60,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
15094,10,,survey-likert,13,639066,0.0-13.0,q7fjmmth60,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,2,target,wug.,none_true_universal
14293,10,,survey-likert,14,653868,0.0-14.0,q7fjmmth60,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
8291,10,,survey-likert,15,662664,0.0-15.0,q7fjmmth60,canonical training,CB+likert,,,testing.12,testing,Every green circle,,1,CB,wugs.,all_false
8622,10,,survey-likert,16,671791,0.0-16.0,q7fjmmth60,canonical training,CB+likert,,,testing.10,testing,Every green circle,,1,CB,wugs.,all_false
6623,10,,survey-likert,17,678918,0.0-17.0,q7fjmmth60,canonical training,CB+likert,,,testing.7,testing,Every green circle,,1,target,wugs.,all_true_universal
7273,10,,survey-likert,18,686696,0.0-18.0,q7fjmmth60,canonical training,CB+likert,,,testing.35,testing,Some of the green circles,,1,target,wug.,some_true
7177,10,,survey-likert,19,694376,0.0-19.0,q7fjmmth60,canonical training,CB+likert,,,testing.8,testing,Every green circle,,1,target,wugs.,all_true_universal
14087,10,,survey-likert,20,708967,0.0-20.0,q7fjmmth60,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,target,wugs.,all_true_existential
8264,10,,survey-likert,21,717740,0.0-21.0,q7fjmmth60,canonical training,CB+likert,,,testing.17,testing,Every green circle,,1,target,wugs.,all_true_no_projection
8963,10,,survey-likert,22,727207,0.0-22.0,q7fjmmth60,canonical training,CB+likert,,,testing.34,testing,None of the green circles,,1,CB,wug.,none_false
9723,10,,survey-likert,23,737434,0.0-23.0,q7fjmmth60,canonical training,CB+likert,,,testing.14,testing,Every green circle,,2,target,wugs.,all_true_existential
7816,10,,survey-likert,24,745755,0.0-24.0,q7fjmmth60,canonical training,CB+likert,,,testing.37,testing,Some of the green circles,,1,CB,wug.,some_false
6332,10,,survey-likert,25,752595,0.0-25.0,q7fjmmth60,canonical training,CB+likert,,,testing.22,testing,None of the green circles,,1,target,wug.,none_true_universal
6388,10,,survey-likert,26,759487,0.0-26.0,q7fjmmth60,canonical training,CB+likert,,,testing.24,testing,None of the green circles,,1,target,wug.,none_true_existential
10286,10,,survey-likert,27,770277,0.0-27.0,q7fjmmth60,canonical training,CB+likert,,,testing.29,testing,None of the green circles,,2,target,wug.,none_true_no_projection
8061,10,,survey-likert,28,778841,0.0-28.0,q7fjmmth60,canonical training,CB+likert,,,testing.30,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6197,10,,survey-likert,29,785545,0.0-29.0,q7fjmmth60,canonical training,CB+likert,,,testing.31,testing,None of the green circles,,1,target,wug.,none_true_no_projection
6546,10,,survey-likert,30,792594,0.0-30.0,q7fjmmth60,canonical training,CB+likert,,,testing.18,testing,Every green circle,,1,target,wugs.,all_true_no_projection
26651,10,,survey-likert,31,819749,0.0-31.0,q7fjmmth60,canonical training,CB+likert,,,testing.11,testing,Every green circle,,1,CB,wugs.,all_false
6583,10,,survey-likert,32,826836,0.0-32.0,q7fjmmth60,canonical training,CB+likert,,,testing.9,testing,Every green circle,,1,target,wugs.,all_true_universal
8597,10,,survey-likert,33,835937,0.0-33.0,q7fjmmth60,canonical training,CB+likert,,,testing.33,testing,None of the green circles,,1,CB,wug.,none_false
11851,10,,survey-likert,34,848291,0.0-34.0,q7fjmmth60,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,1,target,wug.,none_true_existential
8156,10,,survey-likert,35,856952,0.0-35.0,q7fjmmth60,canonical training,CB+likert,,,testing.19,testing,Every green circle,,1,target,wugs.,all_true_no_projection
7963,10,,survey-likert,36,865419,0.0-36.0,q7fjmmth60,canonical training,CB+likert,,,testing.38,testing,Some of the green circles,,1,CB,wug.,some_false
8692,10,,survey-likert,37,874615,0.0-37.0,q7fjmmth60,canonical training,CB+likert,,,testing.27,testing,None of the green circles,,1,target,wug.,none_true_existential
6349,10,,survey-likert,38,881468,0.0-38.0,q7fjmmth60,canonical training,CB+likert,,,testing.15,testing,Every green circle,,1,target,wugs.,all_true_existential
43849,10,,survey-likert,39,925823,0.0-39.0,q7fjmmth60,canonical training,CB+likert,,,testing.36,testing,Some of the green circles,,1,target,wug.,some_true
6719,10,,survey-likert,40,933047,0.0-40.0,q7fjmmth60,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
8153,10,,survey-likert,41,941704,0.0-41.0,q7fjmmth60,canonical training,CB+likert,,,testing.20,testing,Every green circle,,1,target,wugs.,all_true_no_projection
6227,10,,survey-likert,42,948435,0.0-42.0,q7fjmmth60,canonical training,CB+likert,,,testing.21,testing,None of the green circles,,1,target,wug.,none_true_universal
7612,10,,survey-likert,43,956551,0.0-43.0,q7fjmmth60,canonical training,CB+likert,,,testing.32,testing,None of the green circles,,1,CB,wug.,none_false
5846,10,,survey-likert,44,962901,0.0-44.0,q7fjmmth60,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
7647,10,,survey-likert,45,971051,0.0-45.0,q7fjmmth60,canonical training,CB+likert,,,testing.13,testing,Every green circle,,1,target,wugs.,all_true_existential
15669,10,,survey-likert,46,987225,0.0-46.0,q7fjmmth60,canonical training,CB+likert,,,testing.28,testing,None of the green circles,,1,target,wug.,none_true_no_projection
10924,10,,survey-likert,47,998653,0.0-47.0,q7fjmmth60,canonical training,CB+likert,,,testing.39,testing,None of the green circles,,2,target,wug.,none_weird_red
9654,10,,survey-likert,48,1008810,0.0-48.0,q7fjmmth60,canonical training,CB+likert,,,testing.42,testing,Every green circle,,1,CB,wugs.,every_weird_nored
26486,10,,survey-likert,49,1035801,0.0-49.0,q7fjmmth60,canonical training,CB+likert,,,testing.41,testing,None of the green circles,,1,target,wug.,none_weird_nored
7723,10,,survey-likert,50,1044028,0.0-50.0,q7fjmmth60,canonical training,CB+likert,,,testing.40,testing,Every green circle,,1,CB,wugs.,every_weird_red
14990,['wugging was primarily about vertical movement'],self_report,survey-multi-select,51,1059533,0.0-51.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
28944,1ug,demo.1,survey-dropdown,52,1088486,0.0-52.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
28944,none,demo.2,survey-dropdown,52,1088486,0.0-52.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
28944,female,demo.3,survey-dropdown,52,1088486,0.0-52.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
28944,25-34,demo.4,survey-dropdown,52,1088486,0.0-52.0,q7fjmmth60,canonical training,CB+likert,,,,,,,,,,
4860,5e22e7bbd727e957d3337b47,ProlificID,survey-text,0,4861,0.0-0.0,u3zb4tqs20,canonical training,CB+likert,,,,,,,,,,
5915,NA,instructions,instructions,1,10777,0.0-1.0,u3zb4tqs20,canonical training,CB+likert,"[{""page_index"":0,""viewing_time"":5915}]",,,,,,,,,
15948,NA,,html-button-delay-response,2,26725,0.0-2.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.2,teaching,The green circle,,,,,
8046,NA,,html-button-delay-response,3,35285,0.0-3.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.1,teaching,The green circle,,,,,
8221,NA,,html-button-delay-response,4,44021,0.0-4.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.6,teaching,The green circle,,,,,
7509,NA,,html-button-delay-response,5,52041,0.0-5.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.4,teaching,The green circle,,,,,
5863,NA,,html-button-delay-response,6,58411,0.0-6.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.5,teaching,The green circle,,,,,
5651,NA,,html-button-delay-response,7,64567,0.0-7.0,u3zb4tqs20,canonical training,CB+likert,,0,teaching.3,teaching,The green circle,,,,,
18107,NA,break,html-button-response,8,83181,0.0-8.0,u3zb4tqs20,canonical training,CB+likert,,0,,,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> We will show you two animations. However, only one of them is visible, the other animation is hidden.</p>  <p style='text-align:center'>Your task is to decide whether the sentence you will read describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate. You will then be asked how confident you were while making your choice.</p>",,,,
22671,10,,survey-likert,9,105854,0.0-9.0,u3zb4tqs20,canonical training,CB+likert,,,testing.2,testing,The green circle,,1,target,wugs.,AB
9328,10,,survey-likert,10,115694,0.0-10.0,u3zb4tqs20,canonical training,CB+likert,,,testing.3,testing,The green circle,,1,target,does not wug.,notAB
11551,9,,survey-likert,11,127754,0.0-11.0,u3zb4tqs20,canonical training,CB+likert,,,testing.4,testing,The green circle,,1,CB,wugs.,notAB
8332,9,,survey-likert,12,136596,0.0-12.0,u3zb4tqs20,canonical training,CB+likert,,,testing.1,testing,The green circle,,1,CB,does not wug.,AB
12493,10,,survey-likert,13,149604,0.0-13.0,u3zb4tqs20,canonical training,CB+likert,,,testing.6,testing,None of the green circles,,1,target,wug.,none_true_universal
10347,10,,survey-likert,14,160460,0.0-14.0,u3zb4tqs20,canonical training,CB+likert,,,testing.5,testing,Every green circle,,1,target,wugs.,all_true_universal
10558,9,,survey-likert,15,171520,0.0-15.0,u3zb4tqs20,canonical training,CB+likert,,,testing.23,testing,None of the green circles,,1,CB,wug.,none_true_universal
17539,10,,survey-likert,16,189562,0.0-16.0,u3zb4tqs20,canonical training,CB+likert,,,testing.25,testing,None of the green circles,,2,target,wug.,none_true_existential
11344,7,,survey-likert,17,201420,0.0-17.0,u3zb4tqs20,canonical training,CB+likert,,,testing.16,testing,Every green circle,,1,CB,wugs.,all_true_existential
10413,10,,survey-likert,18,212346,0.0-18.0,u3zb4tqs20,canonical training,CB+likert,,,testing.26,testing,None of the green circles,,1,target,wug.,none_true_existential
