rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,view_history,stimulus,button_pressed,id,type,shape,phrase,condition
3050,NA,,html-button-delay-response,8,44034,0.0-8.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
4641,NA,,html-button-delay-response,9,49176,0.0-9.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.6,teaching,The green circle,,
2031,NA,break,html-button-response,10,51708,0.0-10.0,0dnpp8kctc,wug=direction,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",0,,,,,
4611,NA,,html-button-delay-response,11,56320,0.0-11.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
2543,NA,,html-button-delay-response,12,59380,0.0-12.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
9118,NA,,html-button-delay-response,13,68998,0.0-13.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
5103,NA,,html-button-delay-response,14,74602,0.0-14.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
3492,NA,,html-button-delay-response,15,78595,0.0-15.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
7641,NA,,html-button-delay-response,16,86737,0.0-16.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
4369,NA,,html-button-delay-response,17,91607,0.0-17.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
2934,NA,,html-button-delay-response,18,95041,0.0-18.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
2336,NA,,html-button-delay-response,19,97878,0.0-19.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
3046,NA,,html-button-delay-response,20,101437,0.0-20.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
2488,NA,,html-button-delay-response,21,104426,0.0-21.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
2113,NA,,html-button-delay-response,22,107042,0.0-22.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
3508,NA,,html-button-delay-response,23,111055,0.0-23.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,Every green circle,wugs.,all_true_universal
3173,NA,,html-button-delay-response,24,114730,0.0-24.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
2817,NA,,html-button-delay-response,25,118048,0.0-25.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
2724,NA,,html-button-delay-response,26,121279,0.0-26.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,None of the green circles,wugs.,none_false
2504,NA,,html-button-delay-response,27,124285,0.0-27.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
3412,NA,,html-button-delay-response,28,128197,0.0-28.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
2463,NA,,html-button-delay-response,29,131162,0.0-29.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
2696,NA,,html-button-delay-response,30,134359,0.0-30.0,0dnpp8kctc,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
6444,['wugging had to do with the direction of the movement'],self_report,survey-multi-select,31,141306,0.0-31.0,0dnpp8kctc,wug=direction,,,,,,,,
15597,none,demo.1,survey-dropdown,32,156906,0.0-32.0,0dnpp8kctc,wug=direction,,,,,,,,
15597,none,demo.2,survey-dropdown,32,156906,0.0-32.0,0dnpp8kctc,wug=direction,,,,,,,,
15597,male,demo.3,survey-dropdown,32,156906,0.0-32.0,0dnpp8kctc,wug=direction,,,,,,,,
15597,-20,demo.4,survey-dropdown,32,156906,0.0-32.0,0dnpp8kctc,wug=direction,,,,,,,,
7021,5f6b4ecce927cb01d6e33781,ProlificID,survey-text,0,7021,0.0-0.0,aokam5accz,wug=direction,,,,,,,,
3405,NA,instructions,instructions,1,10426,0.0-1.0,aokam5accz,wug=direction,"[{""page_index"":0,""viewing_time"":3404}]",,,,,,,
11533,NA,,html-button-delay-response,2,21959,0.0-2.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.8,teaching,The green circle,,
10661,NA,,html-button-delay-response,3,33122,0.0-3.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.5,teaching,The green circle,,
8246,NA,,html-button-delay-response,4,41870,0.0-4.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.6,teaching,The green circle,,
6735,NA,,html-button-delay-response,5,49107,0.0-5.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
3158,NA,,html-button-delay-response,6,52765,0.0-6.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
3132,NA,,html-button-delay-response,7,56398,0.0-7.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
3057,NA,,html-button-delay-response,8,59956,0.0-8.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
3001,NA,,html-button-delay-response,9,63459,0.0-9.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.7,teaching,The green circle,,
2867,NA,break,html-button-response,10,66827,0.0-10.0,aokam5accz,wug=direction,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",0,,,,,
5415,NA,,html-button-delay-response,11,72243,0.0-11.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
3195,NA,,html-button-delay-response,12,75938,0.0-12.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
3117,NA,,html-button-delay-response,13,79557,0.0-13.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
3049,NA,,html-button-delay-response,14,83107,0.0-14.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
14647,NA,,html-button-delay-response,15,98254,0.0-15.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
3538,NA,,html-button-delay-response,16,102294,0.0-16.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
3135,NA,,html-button-delay-response,17,105932,0.0-17.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
3164,NA,,html-button-delay-response,18,109597,0.0-18.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
3524,NA,,html-button-delay-response,19,113621,0.0-19.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
5562,NA,,html-button-delay-response,20,119684,0.0-20.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
6558,NA,,html-button-delay-response,21,126743,0.0-21.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
4459,NA,,html-button-delay-response,22,131704,0.0-22.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
8183,NA,,html-button-delay-response,23,140388,0.0-23.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
3469,NA,,html-button-delay-response,24,144359,0.0-24.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,None of the green circles,wugs.,none_false
3857,NA,,html-button-delay-response,25,148718,0.0-25.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
4725,NA,,html-button-delay-response,26,153944,0.0-26.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
3973,NA,,html-button-delay-response,27,158418,0.0-27.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,Every green circle,wugs.,all_true_universal
3840,NA,,html-button-delay-response,28,162760,0.0-28.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
4920,NA,,html-button-delay-response,29,168182,0.0-29.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
7459,NA,,html-button-delay-response,30,176143,0.0-30.0,aokam5accz,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
5202,['wugging had to do with the direction of the movement'],self_report,survey-multi-select,31,181851,0.0-31.0,aokam5accz,wug=direction,,,,,,,,
17374,1g,demo.1,survey-dropdown,32,199226,0.0-32.0,aokam5accz,wug=direction,,,,,,,,
17374,none,demo.2,survey-dropdown,32,199226,0.0-32.0,aokam5accz,wug=direction,,,,,,,,
17374,male,demo.3,survey-dropdown,32,199226,0.0-32.0,aokam5accz,wug=direction,,,,,,,,
17374,12-24,demo.4,survey-dropdown,32,199226,0.0-32.0,aokam5accz,wug=direction,,,,,,,,
5363,5bc623acd2bea100010c808e,ProlificID,survey-text,0,5364,0.0-0.0,js9bc9l0la,wug=direction,,,,,,,,
16344,NA,instructions,instructions,1,21708,0.0-1.0,js9bc9l0la,wug=direction,"[{""page_index"":0,""viewing_time"":16343}]",,,,,,,
21838,NA,,html-button-delay-response,2,43547,0.0-2.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.5,teaching,The green circle,,
6658,NA,,html-button-delay-response,3,50707,0.0-3.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
5458,NA,,html-button-delay-response,4,56667,0.0-4.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
3595,NA,,html-button-delay-response,5,60763,0.0-5.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
3139,NA,,html-button-delay-response,6,64403,0.0-6.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.8,teaching,The green circle,,
2563,NA,,html-button-delay-response,7,67467,0.0-7.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.7,teaching,The green circle,,
2819,NA,,html-button-delay-response,8,70787,0.0-8.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
2746,NA,,html-button-delay-response,9,74035,0.0-9.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.6,teaching,The green circle,,
5970,NA,break,html-button-response,10,80507,0.0-10.0,js9bc9l0la,wug=direction,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",0,,,,,
6295,NA,,html-button-delay-response,11,86803,0.0-11.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
2865,NA,,html-button-delay-response,12,90171,0.0-12.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
2546,NA,,html-button-delay-response,13,93219,0.0-13.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
2538,NA,,html-button-delay-response,14,96259,0.0-14.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
4282,NA,,html-button-delay-response,15,101042,0.0-15.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
3379,NA,,html-button-delay-response,16,104923,0.0-16.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
3635,NA,,html-button-delay-response,17,109058,0.0-17.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
2987,NA,,html-button-delay-response,18,112546,0.0-18.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.6,testing,The green circle,does not wug.,AnotB
4731,NA,,html-button-delay-response,19,117778,0.0-19.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
2842,NA,,html-button-delay-response,20,121122,0.0-20.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.8,testing,The green circle,does not wug.,AnotB
4074,NA,,html-button-delay-response,21,125698,0.0-21.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
3411,NA,,html-button-delay-response,22,129610,0.0-22.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
2867,NA,,html-button-delay-response,23,132978,0.0-23.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,Every green circle,wugs.,all_true_universal
6612,NA,,html-button-delay-response,24,140090,0.0-24.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
6065,NA,,html-button-delay-response,25,146657,0.0-25.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
3371,NA,,html-button-delay-response,26,150529,0.0-26.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,None of the green circles,wugs.,none_false
3163,NA,,html-button-delay-response,27,154193,0.0-27.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
5611,NA,,html-button-delay-response,28,160305,0.0-28.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
2947,NA,,html-button-delay-response,29,163753,0.0-29.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
2812,NA,,html-button-delay-response,30,167066,0.0-30.0,js9bc9l0la,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
9153,['wugging had to do with the direction of the movement'],self_report,survey-multi-select,31,176723,0.0-31.0,js9bc9l0la,wug=direction,,,,,,,,
16013,none,demo.1,survey-dropdown,32,192739,0.0-32.0,js9bc9l0la,wug=direction,,,,,,,,
16013,none,demo.2,survey-dropdown,32,192739,0.0-32.0,js9bc9l0la,wug=direction,,,,,,,,
16013,male,demo.3,survey-dropdown,32,192739,0.0-32.0,js9bc9l0la,wug=direction,,,,,,,,
16013,12-24,demo.4,survey-dropdown,32,192739,0.0-32.0,js9bc9l0la,wug=direction,,,,,,,,
5810,5e95c754c57f050130fdd667,ProlificID,survey-text,0,5811,0.0-0.0,vpukrydjf8,control,,,,,,,,
6344,NA,instructions,instructions,1,12155,0.0-1.0,vpukrydjf8,control,"[{""page_index"":0,""viewing_time"":6343}]",,,,,,,
18718,NA,,html-button-delay-response,2,30875,0.0-2.0,vpukrydjf8,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.6,testing,The green circle,does not move from red upward.,notAB
10250,NA,,html-button-delay-response,3,41626,0.0-3.0,vpukrydjf8,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,does not move from red upward.,AB
9579,NA,,html-button-delay-response,4,51707,0.0-4.0,vpukrydjf8,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.5,testing,The green circle,moves from red upward.,notAB
6579,NA,,html-button-delay-response,5,58787,0.0-5.0,vpukrydjf8,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,The green circle,moves from red upward.,notAnotB
7163,NA,,html-button-delay-response,6,66451,0.0-6.0,vpukrydjf8,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.11,testing,The green circle,does not move from red upward.,AnotB
