rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,view_history,stimulus,button_pressed,id,type,shape,phrase,condition
6815,5e6a7e744ecdc603867d7a54,ProlificID,survey-text,0,6816,0.0-0.0,aw80fltpy4,control,,,,,,,,
1968,NA,instructions,instructions,1,8785,0.0-1.0,aw80fltpy4,control,"[{""page_index"":0,""viewing_time"":1967}]",,,,,,,
15341,NA,,html-button-delay-response,2,24127,0.0-2.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.15,testing,The green circle,does not move from red upward.,notAnotB
10450,NA,,html-button-delay-response,3,35081,0.0-3.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,moves from red upward.,notAB
5754,NA,,html-button-delay-response,4,41336,0.0-4.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,moves from red upward.,AnotB
7476,NA,,html-button-delay-response,5,49315,0.0-5.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not move from red upward.,notAB
4936,NA,,html-button-delay-response,6,54752,0.0-6.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,moves from red upward.,AB
6145,NA,,html-button-delay-response,7,61398,0.0-7.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.11,testing,The green circle,does not move from red upward.,AnotB
7763,NA,,html-button-delay-response,8,69665,0.0-8.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.13,testing,The green circle,moves from red upward.,notAnotB
3853,NA,,html-button-delay-response,9,74021,0.0-9.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,The green circle,moves from red upward.,notAnotB
5798,NA,,html-button-delay-response,10,80322,0.0-10.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,does not move from red upward.,AB
6075,NA,,html-button-delay-response,11,86899,0.0-11.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.10,testing,The green circle,moves from red upward.,AnotB
10830,NA,,html-button-delay-response,12,98230,0.0-12.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.6,testing,The green circle,does not move from red upward.,notAB
5135,NA,,html-button-delay-response,13,103868,0.0-13.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.2,testing,The green circle,does not move from red upward.,AB
5550,NA,,html-button-delay-response,14,109920,0.0-14.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.1,testing,The green circle,moves from red upward.,AB
7807,NA,,html-button-delay-response,15,118228,0.0-15.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.16,testing,The green circle,does not move from red upward.,notAnotB
6314,NA,,html-button-delay-response,16,125045,0.0-16.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not move from red upward.,AnotB
13514,NA,,html-button-delay-response,17,139062,0.0-17.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.5,testing,The green circle,moves from red upward.,notAB
7484,NA,,html-button-delay-response,18,147048,0.0-18.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.19,testing,Every green circle,moves from red upward.,all_true_no_projection
4027,NA,,html-button-delay-response,19,151578,0.0-19.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,Every green circle,moves from red upward.,all_true_universal
10639,NA,,html-button-delay-response,20,162718,0.0-20.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div><div class='dot2'></div><div class='dot3'></div><div class='wug4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.20,testing,None of the green circles,moves from red upward.,none_false
6796,NA,,html-button-delay-response,21,170020,0.0-21.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.23,testing,None of the green circles,moves from red upward.,none_true_no_projection
4020,NA,,html-button-delay-response,22,174543,0.0-22.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.17,testing,Every green circle,moves from red upward.,all_true_existential
9398,NA,,html-button-delay-response,23,184444,0.0-23.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.24,testing,None of the green circles,moves from red upward.,none_true_universal
7532,NA,,html-button-delay-response,24,192478,0.0-24.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.21,testing,Every green circle,moves from red upward.,all_false
7210,NA,,html-button-delay-response,25,200191,0.0-25.0,aw80fltpy4,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3a'></div><div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.22,testing,None of the green circles,moves from red upward.,none_true_existential
14341,['wugging had to do with the direction of the movement'],self_report,survey-multi-select,26,215036,0.0-26.0,aw80fltpy4,control,,,,,,,,
16681,1ug,demo.1,survey-dropdown,27,231720,0.0-27.0,aw80fltpy4,control,,,,,,,,
16681,none,demo.2,survey-dropdown,27,231720,0.0-27.0,aw80fltpy4,control,,,,,,,,
16681,female,demo.3,survey-dropdown,27,231720,0.0-27.0,aw80fltpy4,control,,,,,,,,
16681,-20,demo.4,survey-dropdown,27,231720,0.0-27.0,aw80fltpy4,control,,,,,,,,
6143,5d6d15ce424136001af41fbc,ProlificID,survey-text,0,6146,0.0-0.0,uj27tmpgph,wug=direction,,,,,,,,
3986,NA,instructions,instructions,1,10134,0.0-1.0,uj27tmpgph,wug=direction,"[{""page_index"":0,""viewing_time"":3984}]",,,,,,,
11899,NA,,html-button-delay-response,2,22038,0.0-2.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.8,teaching,The green circle,,
5739,NA,,html-button-delay-response,3,28285,0.0-3.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.7,teaching,The green circle,,
4909,NA,,html-button-delay-response,4,33703,0.0-4.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
3772,NA,,html-button-delay-response,5,37984,0.0-5.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.6,teaching,The green circle,,
4514,NA,,html-button-delay-response,6,43006,0.0-6.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
3775,NA,,html-button-delay-response,7,47287,0.0-7.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
3102,NA,,html-button-delay-response,8,50899,0.0-8.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
4909,NA,,html-button-delay-response,9,56317,0.0-9.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.5,teaching,The green circle,,
3337,NA,break,html-button-response,10,60161,0.0-10.0,uj27tmpgph,wug=direction,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",0,,,,,
5100,NA,,html-button-delay-response,11,65263,0.0-11.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
4237,NA,,html-button-delay-response,12,70012,0.0-12.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
3565,NA,,html-button-delay-response,13,74089,0.0-13.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
4515,NA,,html-button-delay-response,14,79111,0.0-14.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
6283,NA,,html-button-delay-response,15,85905,0.0-15.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.7,testing,The green circle,wugs.,AnotB
4605,NA,,html-button-delay-response,16,91018,0.0-16.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.6,testing,The green circle,does not wug.,AnotB
11896,NA,,html-button-delay-response,17,103423,0.0-17.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
5578,NA,,html-button-delay-response,18,109509,0.0-18.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.8,testing,The green circle,does not wug.,AnotB
4238,NA,,html-button-delay-response,19,114256,0.0-19.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
4949,NA,,html-button-delay-response,20,119718,0.0-20.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
4033,NA,,html-button-delay-response,21,124262,0.0-21.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
4478,NA,,html-button-delay-response,22,129252,0.0-22.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.5,testing,The green circle,wugs.,AnotB
8472,NA,,html-button-delay-response,23,138228,0.0-23.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
4159,NA,,html-button-delay-response,24,142894,0.0-24.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,Every green circle,wugs.,all_true_universal
5538,NA,,html-button-delay-response,25,148939,0.0-25.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.20,testing,Every green circles,wugs.,all_true_no_projection
6288,NA,,html-button-delay-response,26,155734,0.0-26.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.17,testing,Every green circle,wugs.,all_true_existential
4439,NA,,html-button-delay-response,27,160683,0.0-27.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
6217,NA,,html-button-delay-response,28,167408,0.0-28.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
4593,NA,,html-button-delay-response,29,172510,0.0-29.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
4351,NA,,html-button-delay-response,30,177368,0.0-30.0,uj27tmpgph,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,None of the green circles,wugs.,none_false
10656,"['wugging had to do with the direction of the movement', 'wugging had to do with the red line', 'wugging had to do with the lower or upper half of the grey circle']",self_report,survey-multi-select,31,188550,0.0-31.0,uj27tmpgph,wug=direction,,,,,,,,
20458,1ug,demo.1,survey-dropdown,32,209016,0.0-32.0,uj27tmpgph,wug=direction,,,,,,,,
20458,none,demo.2,survey-dropdown,32,209016,0.0-32.0,uj27tmpgph,wug=direction,,,,,,,,
20458,female,demo.3,survey-dropdown,32,209016,0.0-32.0,uj27tmpgph,wug=direction,,,,,,,,
20458,12-24,demo.4,survey-dropdown,32,209016,0.0-32.0,uj27tmpgph,wug=direction,,,,,,,,
16180,5ebbc84205594f1b921a6a50,ProlificID,survey-text,0,16181,0.0-0.0,jqv0auotxk,wug=direction,,,,,,,,
5175,NA,instructions,instructions,1,21357,0.0-1.0,jqv0auotxk,wug=direction,"[{""page_index"":0,""viewing_time"":5174}]",,,,,,,
10566,NA,,html-button-delay-response,2,31924,0.0-2.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.5,teaching,The green circle,,
7075,NA,,html-button-delay-response,3,39500,0.0-3.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.8,teaching,The green circle,,
5049,NA,,html-button-delay-response,4,45051,0.0-4.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.7,teaching,The green circle,,
5235,NA,,html-button-delay-response,5,50788,0.0-5.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
2962,NA,,html-button-delay-response,6,54252,0.0-6.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
2754,NA,,html-button-delay-response,7,57508,0.0-7.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2b'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.6,teaching,The green circle,,
3034,NA,,html-button-delay-response,8,61045,0.0-8.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
2993,NA,,html-button-delay-response,9,64540,0.0-9.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
3811,NA,break,html-button-response,10,68852,0.0-10.0,jqv0auotxk,wug=direction,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>! You will see animations and will be asked to make a decision.</p>",0,,,,,
3959,NA,,html-button-delay-response,11,72812,0.0-11.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
3097,NA,,html-button-delay-response,12,76412,0.0-12.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
2994,NA,,html-button-delay-response,13,79908,0.0-13.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
3337,NA,,html-button-delay-response,14,83748,0.0-14.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
3587,NA,,html-button-delay-response,15,87836,0.0-15.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
3307,NA,,html-button-delay-response,16,91644,0.0-16.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
4011,NA,,html-button-delay-response,17,96156,0.0-17.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
6530,NA,,html-button-delay-response,18,103188,0.0-18.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
3098,NA,,html-button-delay-response,19,106788,0.0-19.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
7467,NA,,html-button-delay-response,20,114756,0.0-20.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
5346,NA,,html-button-delay-response,21,120603,0.0-21.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
2993,NA,,html-button-delay-response,22,124099,0.0-22.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
3810,NA,,html-button-delay-response,23,128411,0.0-23.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
4082,NA,,html-button-delay-response,24,132995,0.0-24.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,None of the green circles,wugs.,none_false
2851,NA,,html-button-delay-response,25,136347,0.0-25.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
3251,NA,,html-button-delay-response,26,140099,0.0-26.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
2794,NA,,html-button-delay-response,27,143395,0.0-27.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
2675,NA,,html-button-delay-response,28,146572,0.0-28.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,Every green circle,wugs.,all_true_universal
3113,NA,,html-button-delay-response,29,150188,0.0-29.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
2744,NA,,html-button-delay-response,30,153435,0.0-30.0,jqv0auotxk,wug=direction,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
9168,['wugging had to do with the direction of the movement'],self_report,survey-multi-select,31,163108,0.0-31.0,jqv0auotxk,wug=direction,,,,,,,,
23062,1g,demo.1,survey-dropdown,32,186172,0.0-32.0,jqv0auotxk,wug=direction,,,,,,,,
23062,1ug,demo.2,survey-dropdown,32,186172,0.0-32.0,jqv0auotxk,wug=direction,,,,,,,,
23062,male,demo.3,survey-dropdown,32,186172,0.0-32.0,jqv0auotxk,wug=direction,,,,,,,,
23062,12-24,demo.4,survey-dropdown,32,186172,0.0-32.0,jqv0auotxk,wug=direction,,,,,,,,
3604,601809dedf0288aec1c94413,ProlificID,survey-text,0,3610,0.0-0.0,vpu3mt3mm9,control,,,,,,,,
6617,NA,instructions,instructions,1,10232,0.0-1.0,vpu3mt3mm9,control,"[{""page_index"":0,""viewing_time"":6613}]",,,,,,,
9280,NA,,html-button-delay-response,2,19521,0.0-2.0,vpu3mt3mm9,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='wug1b'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,moves from red upward.,AnotB
9805,NA,,html-button-delay-response,3,29837,0.0-3.0,vpu3mt3mm9,control,,<div class='container'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,The green circle,does not move from red upward.,notAnotB
