rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,view_history,stimulus,button_pressed,id,type,shape,phrase,condition
8920,NA,,html-button-delay-response,7,42095,0.0-7.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.1,testing,The green circle,does not wug.,AB
4122,NA,,html-button-delay-response,8,46719,0.0-8.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.2,testing,The green circle,wugs.,AB
6207,NA,,html-button-delay-response,9,53427,0.0-9.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.4,testing,The green circle,wugs.,notAB
3289,NA,,html-button-delay-response,10,57219,0.0-10.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
4955,NA,,html-button-delay-response,11,62675,0.0-11.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
4172,NA,,html-button-delay-response,12,67349,0.0-12.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
6116,NA,,html-button-delay-response,13,73965,0.0-13.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
3781,NA,,html-button-delay-response,14,78247,0.0-14.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.12,testing,The green circle,does not wug.,notAnotB
3692,NA,,html-button-delay-response,15,82439,0.0-15.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.10,testing,The green circle,does not wug.,notAnotB
3335,NA,,html-button-delay-response,16,86277,0.0-16.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.11,testing,The green circle,wugs.,notAnotB
4299,NA,,html-button-delay-response,17,91077,0.0-17.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
4107,NA,,html-button-delay-response,18,95685,0.0-18.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.9,testing,The green circle,wugs.,notAnotB
5005,NA,,html-button-delay-response,19,101191,0.0-19.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.16,testing,None of the green circles,wugs.,none_false
10336,NA,,html-button-delay-response,20,112029,0.0-20.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
4839,NA,,html-button-delay-response,21,117369,0.0-21.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.15,testing,None of the green circles,wugs.,none_true_universal
3617,NA,,html-button-delay-response,22,121487,0.0-22.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
3781,NA,,html-button-delay-response,23,125769,0.0-23.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.14,testing,Every green circle,wugs.,all_false
7257,NA,,html-button-delay-response,24,133527,0.0-24.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.18,testing,None of the green circles,wugs.,none_true_existential
3659,NA,,html-button-delay-response,25,137687,0.0-25.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
3439,NA,,html-button-delay-response,26,141627,0.0-26.0,sr9x15kfja,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.13,testing,Every green circle,wugs.,all_true_universal
28853,none,demo.1,survey-dropdown,27,170983,0.0-27.0,sr9x15kfja,no training,,,,,,,,
28853,none,demo.2,survey-dropdown,27,170983,0.0-27.0,sr9x15kfja,no training,,,,,,,,
28853,male,demo.3,survey-dropdown,27,170983,0.0-27.0,sr9x15kfja,no training,,,,,,,,
28853,35-44,demo.4,survey-dropdown,27,170983,0.0-27.0,sr9x15kfja,no training,,,,,,,,
4565,5f525487e51b924db405f6a5,ProlificID,survey-text,0,4568,0.0-0.0,1sdyogngu2,no training,,,,,,,,
3541,NA,instructions,instructions,1,8111,0.0-1.0,1sdyogngu2,no training,"[{""page_index"":0,""viewing_time"":3539}]",,,,,,,
15491,NA,,html-button-delay-response,2,23606,0.0-2.0,1sdyogngu2,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
6873,NA,,html-button-delay-response,3,30987,0.0-3.0,1sdyogngu2,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
5511,NA,,html-button-delay-response,4,37002,0.0-4.0,1sdyogngu2,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
6312,NA,,html-button-delay-response,5,43820,0.0-5.0,1sdyogngu2,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
15883,NA,break,html-button-response,6,60209,0.0-6.0,1sdyogngu2,no training,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> You will see two animations but only one of them is visible, the other hidden.  Your task is to decide whether the sentence you will see describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate given the sentence you will see. </p>",0,,,,,
11225,NA,,html-button-delay-response,7,71435,0.0-7.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.2,testing,The green circle,wugs.,AB
6944,NA,,html-button-delay-response,8,78902,0.0-8.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.1,testing,The green circle,does not wug.,AB
11810,NA,,html-button-delay-response,9,91233,0.0-9.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
6296,NA,,html-button-delay-response,10,98041,0.0-10.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.4,testing,The green circle,wugs.,notAB
9515,NA,,html-button-delay-response,11,108065,0.0-11.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.5,testing,The green circle,wugs.,AnotB
8523,NA,,html-button-delay-response,12,117096,0.0-12.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.6,testing,The green circle,does not wug.,AnotB
5834,NA,,html-button-delay-response,13,123445,0.0-13.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.11,testing,The green circle,wugs.,notAnotB
7942,NA,,html-button-delay-response,14,131900,0.0-14.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.12,testing,The green circle,does not wug.,notAnotB
6026,NA,,html-button-delay-response,15,138430,0.0-15.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
6810,NA,,html-button-delay-response,16,145749,0.0-16.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
4986,NA,,html-button-delay-response,17,151238,0.0-17.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.7,testing,The green circle,wugs.,AnotB
4417,NA,,html-button-delay-response,18,156164,0.0-18.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.9,testing,The green circle,wugs.,notAnotB
8776,NA,,html-button-delay-response,19,165445,0.0-19.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.13,testing,Every green circle,wugs.,all_true_universal
8152,NA,,html-button-delay-response,20,174104,0.0-20.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
6492,NA,,html-button-delay-response,21,181098,0.0-21.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.17,testing,Every green circle,wugs.,all_true_existential
6093,NA,,html-button-delay-response,22,187693,0.0-22.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.14,testing,Every green circle,wugs.,all_false
7187,NA,,html-button-delay-response,23,195389,0.0-23.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.16,testing,None of the green circles,wugs.,none_false
9488,NA,,html-button-delay-response,24,205390,0.0-24.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.20,testing,Every green circles,wugs.,all_true_no_projection
4210,NA,,html-button-delay-response,25,210106,0.0-25.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.15,testing,None of the green circles,wugs.,none_true_universal
4359,NA,,html-button-delay-response,26,214969,0.0-26.0,1sdyogngu2,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
35604,2+ug,demo.1,survey-dropdown,27,251088,0.0-27.0,1sdyogngu2,no training,,,,,,,,
35604,none,demo.2,survey-dropdown,27,251088,0.0-27.0,1sdyogngu2,no training,,,,,,,,
35604,female,demo.3,survey-dropdown,27,251088,0.0-27.0,1sdyogngu2,no training,,,,,,,,
35604,35-44,demo.4,survey-dropdown,27,251088,0.0-27.0,1sdyogngu2,no training,,,,,,,,
16590,5d1a2aac79ef660018d268bb,ProlificID,survey-text,0,16599,0.0-0.0,12zaq0r0e1,no training,,,,,,,,
6622,NA,instructions,instructions,1,23224,0.0-1.0,12zaq0r0e1,no training,"[{""page_index"":0,""viewing_time"":6618}]",,,,,,,
23406,NA,,html-button-delay-response,2,46637,0.0-2.0,12zaq0r0e1,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
10835,NA,,html-button-delay-response,3,57978,0.0-3.0,12zaq0r0e1,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
9568,NA,,html-button-delay-response,4,68051,0.0-4.0,12zaq0r0e1,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
7270,NA,,html-button-delay-response,5,75826,0.0-5.0,12zaq0r0e1,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
25264,NA,break,html-button-response,6,101597,0.0-6.0,12zaq0r0e1,no training,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> You will see two animations but only one of them is visible, the other hidden.  Your task is to decide whether the sentence you will see describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate given the sentence you will see. </p>",0,,,,,
9378,NA,,html-button-delay-response,7,110980,0.0-7.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.2,testing,The green circle,wugs.,AB
5988,NA,,html-button-delay-response,8,117476,0.0-8.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.4,testing,The green circle,wugs.,notAB
5037,NA,,html-button-delay-response,9,123018,0.0-9.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
8665,NA,,html-button-delay-response,10,132188,0.0-10.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.3,testing,The green circle,does not wug.,notAB
10316,NA,,html-button-delay-response,11,143011,0.0-11.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
4244,NA,,html-button-delay-response,12,147763,0.0-12.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.9,testing,The green circle,wugs.,notAnotB
6062,NA,,html-button-delay-response,13,154331,0.0-13.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
4879,NA,,html-button-delay-response,14,159715,0.0-14.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.11,testing,The green circle,wugs.,notAnotB
6182,NA,,html-button-delay-response,15,166403,0.0-15.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
5536,NA,,html-button-delay-response,16,172443,0.0-16.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.10,testing,The green circle,does not wug.,notAnotB
4678,NA,,html-button-delay-response,17,177625,0.0-17.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
4857,NA,,html-button-delay-response,18,182985,0.0-18.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.12,testing,The green circle,does not wug.,notAnotB
12640,NA,,html-button-delay-response,19,196131,0.0-19.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.13,testing,Every green circle,wugs.,all_true_universal
8982,NA,,html-button-delay-response,20,205618,0.0-20.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.14,testing,Every green circle,wugs.,all_false
6944,NA,,html-button-delay-response,21,213067,0.0-21.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
6957,NA,,html-button-delay-response,22,220531,0.0-22.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
5193,NA,,html-button-delay-response,23,226230,0.0-23.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.17,testing,Every green circle,wugs.,all_true_existential
14603,NA,,html-button-delay-response,24,241338,0.0-24.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.16,testing,None of the green circles,wugs.,none_false
4380,NA,,html-button-delay-response,25,246225,0.0-25.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.15,testing,None of the green circles,wugs.,none_true_universal
4472,NA,,html-button-delay-response,26,251202,0.0-26.0,12zaq0r0e1,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.18,testing,None of the green circles,wugs.,none_true_existential
21521,none,demo.1,survey-dropdown,27,273261,0.0-27.0,12zaq0r0e1,no training,,,,,,,,
21521,none,demo.2,survey-dropdown,27,273261,0.0-27.0,12zaq0r0e1,no training,,,,,,,,
21521,male,demo.3,survey-dropdown,27,273261,0.0-27.0,12zaq0r0e1,no training,,,,,,,,
21521,55-64,demo.4,survey-dropdown,27,273261,0.0-27.0,12zaq0r0e1,no training,,,,,,,,
13316,5ee7cc25332e900a211c32f7,ProlificID,survey-text,0,13319,0.0-0.0,bjcv3oj5le,no training,,,,,,,,
6408,NA,instructions,instructions,1,19729,0.0-1.0,bjcv3oj5le,no training,"[{""page_index"":0,""viewing_time"":6407}]",,,,,,,
10349,NA,,html-button-delay-response,2,30081,0.0-2.0,bjcv3oj5le,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug4'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.4,teaching,The green circle,,
6285,NA,,html-button-delay-response,3,36869,0.0-3.0,bjcv3oj5le,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug1'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.1,teaching,The green circle,,
4567,NA,,html-button-delay-response,4,41938,0.0-4.0,bjcv3oj5le,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug3'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.3,teaching,The green circle,,
3700,NA,,html-button-delay-response,5,46142,0.0-5.0,bjcv3oj5le,no training,,<div class='container'><div class='ball_test'><div class='redline'></div> <div class='wug2'></div></div></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,teaching.2,teaching,The green circle,,
12601,NA,break,html-button-response,6,59246,0.0-6.0,bjcv3oj5le,no training,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> You will see two animations but only one of them is visible, the other hidden.  Your task is to decide whether the sentence you will see describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate given the sentence you will see. </p>",0,,,,,
4660,NA,,html-button-delay-response,7,63908,0.0-7.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.2,testing,The green circle,wugs.,AB
3383,NA,,html-button-delay-response,8,67794,0.0-8.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.4,testing,The green circle,wugs.,notAB
3295,NA,,html-button-delay-response,9,71593,0.0-9.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,does not wug.,AB
3318,NA,,html-button-delay-response,10,75413,0.0-10.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.3,testing,The green circle,does not wug.,notAB
6779,NA,,html-button-delay-response,11,82695,0.0-11.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
3702,NA,,html-button-delay-response,12,86899,0.0-12.0,bjcv3oj5le,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
